total,species_a,species_b,n,m,potential_energy,potential_energy_per_atom,formation_energy_per_atom,strain_tension_per_a_atom,strain_compression_per_b_atom,interface_energy
20,Si,Ge,14,6,-867.8857943347481,-5.4242862145921755,0.004466820718620035,0.01764071730027033,0.013762618519703432,-1.921674711597575
20,Si,Ge,15,5,-874.3639791027879,-5.464774869392424,0.0050328369131676706,0.01764071730026823,0.013762618519704261,-1.8621369107142982
20,Si,Ge,16,4,-880.8283607786118,-5.505177254866323,0.0056851224340643824,0.01764071730026817,0.01376261851970284,-1.7887960176153683
20,Si,Ge,17,3,-887.2856870118795,-5.545535543824247,0.006381504470937304,0.01764071730026561,0.013762618519703432,-1.7083996819598042
20,Si,Ge,18,2,-893.735705315897,-5.585848158224357,0.007123561065624351,0.017640717300264126,0.01376261851970284,-1.620695417054094
20,Si,Ge,19,1,-900.1729612075635,-5.626081007547272,0.007945382737505734,0.017640717300263543,0.01376261851970284,-1.5202287397976306
21,Si,Ge,1,20,-821.2702269378736,-4.888513255582581,0.004574072462774768,0.017640717300271724,0.01376261851970284,-1.574700527809341
21,Si,Ge,2,19,-827.9139972461757,-4.9280595074177125,0.0041275072893547475,0.017640717300272613,0.013762618519703401,-1.680748267188278
21,Si,Ge,3,18,-834.5602470099695,-4.967620517916485,0.0036661834522925844,0.017640717300273206,0.013762618519704025,-1.789275462059095
21,Si,Ge,4,17,-841.1732869216349,-5.006983850724017,0.0034025373064707765,0.017640717300271724,0.013762618519703885,-1.864592804801191
21,Si,Ge,5,16,-847.7850619217847,-5.046339654296338,0.003146420395861496,0.017640717300272966,0.01376261851970284,-1.93864523602781
21,Si,Ge,6,15,-854.3852252684666,-5.08562634088373,0.0029594204701806704,0.01764071730027202,0.013762618519702603,-2.0010860137864483
