total,species_a,species_b,n,m,potential_energy,potential_energy_per_atom,formation_energy_per_atom,strain_tension_per_a_atom,strain_compression_per_b_atom,interface_energy
21,Si,Ge,7,14,-860.9838530106358,-5.12490388696807,0.0027815610475509325,0.01764071730027236,0.013762618519703349,-2.061991187032504
21,Si,Ge,8,13,-867.5636867320244,-5.164069563881098,0.0027155707962346503,0.017640717300271724,0.013762618519703115,-2.104102339498354
21,Si,Ge,9,12,-874.124895994648,-5.203124380920523,0.002760440418519073,0.01764071730027202,0.013762618519703432,-2.1275890331992287
21,Si,Ge,10,11,-880.6753896121767,-5.242115414358194,0.002869093642559389,0.01764071730027226,0.013762618519703163,-2.1403600818052837
21,Si,Ge,11,10,-887.2103292699709,-5.281013864702207,0.003070329960257552,0.01764071730027245,0.013762618519704261,-2.137577170676991
21,Si,Ge,12,9,-893.7359892762939,-5.319857079025559,0.0033268022986167097,0.01764071730027202,0.013762618519704025,-2.125514608077424
21,Si,Ge,13,8,-900.2445114146932,-5.358598282230316,0.003685285755569875,0.017640717300272748,0.013762618519703729,-2.0963141775540635
21,Si,Ge,14,7,-906.7276883480242,-5.3971886211191915,0.004194633528405978,0.01764071730027033,0.013762618519703349,-2.0417685419622558
21,Si,Ge,15,6,-913.214623095992,-5.435801327952333,0.004681613356975251,0.01764071730026823,0.013762618519703432,-1.990980721006963
21,Si,Ge,16,5,-919.6905366147759,-5.4743484322308085,0.005234195740210826,0.01764071730026817,0.013762618519704261,-1.9291716708679587
21,Si,Ge,17,4,-926.1535482479878,-5.512818739571356,0.005863575061373995,0.01764071730026561,0.01376261851970284,-1.8544607351566356
21,Si,Ge,18,3,-932.6107240552585,-5.551254309852729,0.006527691441711593,0.017640717300264126,0.013762618519703432,-1.7739139735041363
21,Si,Ge,19,2,-939.0607412731954,-5.589647269483306,0.00723441847284637,0.017640717300263543,0.01376261851970284,-1.686208622518052
21,Si,Ge,20,1,-945.4979971661324,-5.627964268846027,0.008017105771836511,0.01764071730026231,0.01376261851970284,-1.5857419465319254
22,Si,Ge,1,21,-860.054120560706,-4.886671139549466,0.004638930011266625,0.017640717300271724,0.01376261851970301,-1.6367939677304548
22,Si,Ge,2,20,-866.6978908461117,-4.924419834352907,0.004212663384912865,0.017640717300272613,0.01376261851970284,-1.7428416842129764
22,Si,Ge,3,19,-873.3453483553782,-4.962189479291921,0.003765446622986572,0.017640717300273206,0.013762618519703401,-1.852576624556491
22,Si,Ge,4,18,-879.957953748295,-4.999761100842585,0.0035162532494103452,0.017640717300271724,0.013762618519704025,-1.927459448550053
22,Si,Ge,5,17,-886.5712289828325,-5.037336528311548,0.003263253957534573,0.017640717300272966,0.013762618519703885,-2.003012114164335
22,Si,Ge,6,16,-893.1740156609001,-5.0748523617096595,0.0030698487365118476,0.01764071730027202,0.01376261851970284,-2.068076223308708
22,Si,Ge,7,15,-899.7844843664362,-5.112411842991115,0.0028327956321441343,0.01764071730027236,0.013762618519702603,-2.1408223599216853
22,Si,Ge,8,14,-906.3653912345217,-5.149803359287055,0.0027637075132912773,0.017640717300271724,0.013762618519703349,-2.184006659084048
22,Si,Ge,9,13,-912.933951026893,-5.187124721743711,0.0027647732337234224,0.01764071730027202,0.013762618519703115,-2.2148438825324774
22,Si,Ge,10,12,-919.4890987814811,-5.224369879440233,0.0028420437142884225,0.01764071730027226,0.013762618519703432,-2.2322690681979793
22,Si,Ge,11,11,-926.0317967424303,-5.2615442996729,0.0029900516587101256,0.01764071730027245,0.013762618519703163,-2.237244460224588
22,Si,Ge,12,10,-932.5632726844215,-5.298654958434213,0.003201821074484392,0.01764071730027202,0.013762618519704261,-2.2309978332932587
22,Si,Ge,13,9,-939.0796480479046,-5.335679818454003,0.003499389231781371,0.017640717300272748,0.013762618519704025,-2.2096506278537618
22,Si,Ge,14,8,-945.5832962604376,-5.3726323651161225,0.0038692707467501723,0.01764071730027033,0.013762618519703729,-2.1755762714639104
22,Si,Ge,15,7,-952.0576194177404,-5.409418292146253,0.004405771893707954,0.01764071730026823,0.013762618519703349,-2.112176859843885
22,Si,Ge,16,6,-958.5419479838987,-5.446261068090333,0.004885424126714322,0.01764071730026817,0.013762618519703432,-2.0587828570792226
22,Si,Ge,17,5,-965.0162983245417,-5.483047149571259,0.00542177082287571,0.01764071730026561,0.013762618519704261,-1.9954106287990498
22,Si,Ge,18,4,-971.4786030804719,-5.519764790229954,0.006026558341268962,0.017640717300264126,0.01376261851970284,-1.9199928158059265
22,Si,Ge,19,3,-977.9357600060885,-5.556453181852775,0.0066605948955356905,0.017640717300263543,0.013762618519703432,-1.8394271724996543
22,Si,Ge,20,2,-984.3857772317267,-5.593101006998447,0.007335197926951345,0.01764071730026231,0.01376261851970284,-1.7517218292147163
22,Si,Ge,21,1,-990.823033124698,-5.629676324572148,0.008082308530338412,0.01764071730026187,0.01376261851970284,-1.6512551532630368
23,Si,Ge,1,22,-898.8380141835396,-4.884989207519237,0.004698147772926305,0.017640717300271724,0.013762618519703163,-1.698887407652819
23,Si,Ge,2,21,-905.4817844703473,-4.921096654730149,0.004290414470533654,0.017640717300272613,0.01376261851970301,-1.8049351255373267
23,Si,Ge,3,20,-912.130280193747,-4.957229783661669,0.003856999447532787,0.017640717300273206,0.01376261851970284,-1.9157082800138596
23,Si,Ge,4,19,-918.7420967107956,-4.993163569080411,0.0036229279373083787,0.017640717300271724,0.013762618519703401,-1.9898022281394105
23,Si,Ge,5,18,-925.356491522783,-5.029111366971647,0.00337484395459134,0.017640717300272966,0.013762618519704025,-2.0664744712036054
23,Si,Ge,6,17,-931.9610105880352,-5.065005492326278,0.003180432508478905,0.01764071730027202,0.013762618519703885,-2.133270967532553
23,Si,Ge,7,16,-938.5808813333063,-5.100983050724491,0.0029025880187851312,0.01764071730027236,0.01376261851970284,-2.2154191438804673
23,Si,Ge,8,15,-945.1685269221404,-5.136785472402937,0.002799880248857626,0.017640717300271724,0.013762618519702603,-2.2653421637915017
23,Si,Ge,9,14,-951.7409773306592,-5.17250531157967,0.0027797549806427182,0.01764071730027202,0.013762618519703349,-2.300070003387191
23,Si,Ge,10,13,-958.300325552679,-5.208153943221082,0.0028308372477496846,0.01764071730027226,0.013762618519703115,-2.3216956564841666
23,Si,Ge,11,12,-964.8495977486701,-5.243747813851468,0.0029366805258821114,0.01764071730027245,0.013762618519703432,-2.333245283552742
23,Si,Ge,12,11,-971.3853601991482,-5.279268261951892,0.0031159463339763683,0.01764071730027202,0.013762618519703163,-2.33128516510817
23,Si,Ge,13,10,-977.9120257338476,-5.31473927029265,0.003344651901737388,0.017640717300272748,0.013762618519704261,-2.3202281308850843
23,Si,Ge,14,9,-984.4240330595434,-5.35013061445404,0.0036530216488663354,0.01764071730027033,0.013762618519704025,-2.2945128876580156
23,Si,Ge,15,8,-990.9244441496934,-5.3854589355961595,0.004024414415265137,0.01764071730026823,0.013762618519703729,-2.25720140888518
23,Si,Ge,16,7,-997.3857632855844,-5.420574800465133,0.0046082634548106375,0.01764071730026817,0.013762618519703349,-2.180797975853352
23,Si,Ge,17,6,-1003.874049233375,-5.455837224094429,0.005045553734032544,0.01764071730026561,0.013762618519703432,-2.1313613547207524
23,Si,Ge,18,5,-1010.3415980614709,-5.490986945986255,0.005595545750725498,0.017640717300264126,0.013762618519704261,-2.0611876138934804
23,Si,Ge,19,4,-1016.8036343678962,-5.526106708521175,0.006175497124324636,0.017640717300263543,0.01376261851970284,-1.9855013513958966
23,Si,Ge,20,3,-1023.2607959535119,-5.561199978008217,0.006781941545801164,0.01764071730026231,0.013762618519703432,-1.9049403680884325
23,Si,Ge,21,2,-1029.7108131902946,-5.596254419512471,0.0074272139500656306,0.01764071730026187,0.01376261851970284,-1.8172350359482152
23,Si,Ge,22,1,-1036.1480690832627,-5.631239505887297,0.008141841483758135,0.01764071730026147,0.01376261851970284,-1.7167683599932388
24,Si,Ge,1,23,-937.6219078063733,-4.883447436491528,0.004752430721114346,0.017640717300271724,0.013762618519702686,-1.760980847575297
24,Si,Ge,2,22,-944.2656780932875,-4.918050406735873,0.004361686305765981,0.017640717300272613,0.013762618519703163,-1.8670285655663292
24,Si,Ge,3,21,-950.9147581165433,-4.952681031856996,0.0039432870136397,0.017640717300273206,0.01376261851970301,-1.9783860198989487
24,Si,Ge,4,20,-957.5260457847941,-4.987114821795802,0.003721722903830956,0.017640717300271724,0.01376261851970284,-2.051951119226601
24,Si,Ge,5,19,-964.1411301901866,-5.021568386407222,0.0034803841214081643,0.017640717300272966,0.013762618519703401,-2.129312955695923
24,Si,Ge,6,18,-970.74686802492,-5.055973270963125,0.0032877253945020612,0.01764071730027202,0.013762618519704025,-2.1973282215061545
24,Si,Ge,7,17,-977.375604499482,-5.090497940101469,0.00297528208515511,0.01764071730027236,0.013762618519703885,-2.288342127145029
24,Si,Ge,8,16,-983.969940490936,-5.124843440056958,0.002842007958662999,0.017640717300271724,0.01376261851970284,-2.3449555496758876
24,Si,Ge,9,15,-990.5463858084943,-5.159095759419241,0.002801914425377324,0.01764071730027202,0.013762618519702603,-2.383678298310997
24,Si,Ge,10,14,-997.1096787620511,-5.193279576885683,0.0028303227879321233,0.01764071730027226,0.013762618519703349,-2.4092486829447353
24,Si,Ge,11,13,-1003.6635436499546,-5.227414289843513,0.002907835659099097,0.01764071730027245,0.013762618519703115,-2.425391001925391
24,Si,Ge,12,12,-1010.2060179329337,-5.26148967673403,0.003044674597579622,0.01764071730027202,0.013762618519703432,-2.430142715982015
24,Si,Ge,13,11,-1016.738107786323,-5.295510978053765,0.003235599106840681,0.017640717300272748,0.013762618519703163,-2.424510000448663
24,Si,Ge,14,10,-1023.2587780238882,-5.329472802207751,0.003486000781852757,0.01764071730027033,0.013762618519704261,-2.4074576690911726
24,Si,Ge,15,9,-1029.766935841743,-5.363369457509077,0.0038015713095231143,0.01764071730026823,0.013762618519704025,-2.377892918023008
24,Si,Ge,16,8,-1036.2642850468676,-5.397209817952436,0.004173436695162162,0.01764071730026817,0.013762618519703729,-2.337519554224855
24,Si,Ge,17,7,-1042.7127586506322,-5.430795617972042,0.004799862504551851,0.01764071730026561,0.013762618519703349,-2.248270589066351
24,Si,Ge,18,6,-1049.2001980126918,-5.464584364649436,0.005223341656155049,0.017640717300264126,0.013762618519703432,-2.197987382202882
24,Si,Ge,19,5,-1055.6667073880303,-5.498264100979324,0.005755831155264346,0.017640717300263543,0.013762618519704261,-2.126774188618583
24,Si,Ge,20,4,-1062.1286705122416,-5.5319201589179245,0.006311999045660895,0.01764071730026231,0.01376261851970284,-2.051014743906535
24,Si,Ge,21,3,-1068.5858319109159,-5.565551207869354,0.00689317592322906,0.01764071730026187,0.013762618519703432,-1.9704535736580056
24,Si,Ge,22,2,-1075.03584914886,-5.599145047650313,0.007511561971267344,0.01764071730026147,0.01376261851970284,-1.8827482426790993
24,Si,Ge,23,1,-1081.4731050418281,-5.632672422092855,0.008196413357722069,0.017640717300260487,0.01376261851970284,-1.782281566724123
25,Si,Ge,1,24,-976.4058014292071,-4.882029007146036,0.0048023710334462065,0.017640717300271724,0.013762618519702249,-1.823074287497775
25,Si,Ge,2,23,-983.0495717161205,-4.915247858580602,0.004427256394716892,0.017640717300272613,0.013762618519702686,-1.9291220054880114
25,Si,Ge,3,22,-989.6990079220524,-4.948495039610262,0.004023812160894522,0.017640717300273206,0.013762618519703163,-2.040835642496745
25,Si,Ge,4,21,-996.3099441747654,-4.981549720873827,0.003812867693166595,0.017640717300271724,0.01376261851970301,-2.114049326286704
25,Si,Ge,5,20,-1002.9253221744386,-5.0146266108721935,0.0035797144906376845,0.017640717300272966,0.01376261851970284,-2.191704757036632
25,Si,Ge,6,19,-1009.5320016968361,-5.047660008484181,0.0033900536744869213,0.01764071730027202,0.013762618519703401,-2.2606617105110445
25,Si,Ge,7,18,-1016.1688963393184,-5.080844481696592,0.0030493172579133445,0.01764071730027236,0.013762618519704025,-2.3598337840701333
25,Si,Ge,8,17,-1022.767597051819,-5.113837985259095,0.002899550491246714,0.017640717300271724,0.013762618519703885,-2.420811927647719
25,Si,Ge,9,16,-1029.3501773885648,-5.146750886942824,0.0028303856033551258,0.01764071730027202,0.01376261851970284,-2.4656696954702966
25,Si,Ge,10,15,-1035.9171010592447,-5.179585505296224,0.0028395040457928644,0.01764071730027226,0.013762618519702603,-2.4948707972271222
25,Si,Ge,11,14,-1042.4751300217513,-5.212375650108757,0.0028930960290972506,0.01764071730027245,0.013762618519703349,-2.5151771908106184
25,Si,Ge,12,13,-1049.023695894031,-5.245118479470156,0.002994003463535364,0.01764071730027202,0.013762618519703115,-2.5260204941675966
25,Si,Ge,13,12,-1055.56105350021,-5.27780526750105,0.003150952228478161,0.017640717300272748,0.013762618519703432,-2.5256555314238085
25,Si,Ge,14,11,-1062.087344500449,-5.310436722502245,0.003363234023120185,0.01764071730027033,0.013762618519703163,-2.5142239627402887
25,Si,Ge,15,10,-1068.6038041430909,-5.343019020715454,0.0036246726057481736,0.01764071730026823,0.013762618519704261,-2.492961036459292
25,Si,Ge,16,9,-1075.1082762669241,-5.375541381334621,0.003946048782418927,0.01764071730026817,0.013762618519704025,-2.459710591369685
25,Si,Ge,17,8,-1081.5999751078602,-5.407999875539301,0.004331291373575254,0.01764071730026561,0.013762618519703729,-2.413686863382736
25,Si,Ge,18,7,-1088.0389524726759,-5.4401947623633795,0.004980141345334061,0.017640717300264126,0.013762618519703349,-2.3149416592755188
25,Si,Ge,19,6,-1094.5257718992052,-5.472628859496026,0.005389781008525035,0.017640717300263543,0.013762618519703432,-2.2640385168820103
25,Si,Ge,20,5,-1100.9917275643688,-5.5049586378218445,0.0059037394785440254,0.01764071730026231,0.013762618519704261,-2.1922716131223297
25,Si,Ge,21,4,-1107.4537064607466,-5.537268532303733,0.006437581792492039,0.01764071730026187,0.01376261851970284,-2.116527940577271
25,Si,Ge,22,3,-1113.9108678694358,-5.569554339347179,0.006995511544883541,0.01764071730026147,0.013762618519703432,-2.035966780343415
25,Si,Ge,23,2,-1120.3608851074252,-5.601804425537126,0.00758916215077349,0.017640717300260487,0.01376261851970284,-1.9482614494095287
25,Si,Ge,24,1,-1126.7981410003936,-5.633990705001968,0.008246619481768889,0.017640717300258995,0.01376261851970284,-1.847794773455007
